year,ronda,abreviacion,nombre_escuderia,numero_vuelta,posicion,tiempo_vuelta,tiempo_sector_1,tiempo_sector_2,tiempo_sector_3,velocidad_i1,velocidad_i2,velocidad_fl,velocidad_st,numero_parada,compuesto_rueda,compuesto_vida,vuelta_eliminada,vuelta_eliminada_razon
2022,21,VER,Red Bull Racing,1,5,NA,NA,42.188,26.222,308,80,213,213,1,SOFT,1,FALSE,
2022,21,VER,Red Bull Racing,2,3,114.095,25.886,61.448,26.761,239,144,231,226,1,SOFT,2,FALSE,
2022,21,VER,Red Bull Racing,3,3,119.616,30.869,61.894,26.853,199,195,152,103,1,SOFT,3,FALSE,
2022,21,VER,Red Bull Racing,4,3,120.947,30.755,63.1,27.092,193,200,174,160,1,SOFT,4,FALSE,
2022,21,VER,Red Bull Racing,5,3,113.381,29.986,58.408,24.987,150,175,253,181,1,SOFT,5,FALSE,
2022,21,VER,Red Bull Racing,6,3,124.049,29.374,62.113,32.562,179,101,240,164,1,SOFT,6,FALSE,
2022,21,VER,Red Bull Racing,7,17,85.93,23.148,41.137,21.645,287,232,NA,283,1,SOFT,7,FALSE,
2022,21,VER,Red Bull Racing,8,17,101.052,44.545,39.037,17.47,296,243,302,NA,2,MEDIUM,1,FALSE,
2022,21,VER,Red Bull Racing,9,17,75.564,19.349,38.704,17.511,304,244,302,286,2,MEDIUM,2,FALSE,
2022,21,VER,Red Bull Racing,10,17,75.866,19.285,39.093,17.488,305,242,304,294,2,MEDIUM,3,FALSE,
2022,21,VER,Red Bull Racing,11,17,76.204,19.38,39.349,17.475,304,238,304,288,2,MEDIUM,4,FALSE,
2022,21,VER,Red Bull Racing,12,17,76.434,19.483,39.381,17.57,NA,242,305,290,2,MEDIUM,5,FALSE,
2022,21,VER,Red Bull Racing,13,17,76.444,19.472,39.498,17.474,305,243,305,291,2,MEDIUM,6,FALSE,
2022,21,VER,Red Bull Racing,14,17,76.353,19.373,39.398,17.582,NA,244,305,290,2,MEDIUM,7,FALSE,
2022,21,VER,Red Bull Racing,15,16,76.468,19.385,39.575,17.508,NA,243,306,289,2,MEDIUM,8,FALSE,
2022,21,VER,Red Bull Racing,16,16,76.688,19.35,39.731,17.607,306,240,306,294,2,MEDIUM,9,FALSE,
2022,21,VER,Red Bull Racing,17,15,77.05,19.507,39.916,17.627,307,240,306,NA,2,MEDIUM,10,FALSE,
2022,21,VER,Red Bull Racing,18,15,76.851,19.446,39.821,17.584,308,239,310,291,2,MEDIUM,11,FALSE,
2022,21,VER,Red Bull Racing,19,14,77.837,19.408,40.633,17.796,318,232,324,297,2,MEDIUM,12,FALSE,
2022,21,VER,Red Bull Racing,20,12,77.323,19.575,40.103,17.645,307,243,306,301,2,MEDIUM,13,FALSE,
2022,21,VER,Red Bull Racing,21,12,77.484,19.641,40.124,17.719,306,245,306,291,2,MEDIUM,14,FALSE,
2022,21,VER,Red Bull Racing,22,12,77.293,19.546,40.039,17.708,308,243,308,295,2,MEDIUM,15,FALSE,
2022,21,VER,Red Bull Racing,23,14,81.517,19.686,40.465,21.366,321,237,NA,293,2,MEDIUM,16,FALSE,
2022,21,VER,Red Bull Racing,24,17,102.169,45.399,39.414,17.356,298,244,302,NA,3,SOFT,8,FALSE,
2022,21,VER,Red Bull Racing,25,17,76.05,19.269,39.324,17.457,307,239,305,288,3,SOFT,9,FALSE,
2022,21,VER,Red Bull Racing,26,17,76.145,19.295,39.325,17.525,NA,245,307,NA,3,SOFT,10,FALSE,
2022,21,VER,Red Bull Racing,27,17,75.991,19.295,39.283,17.413,309,241,307,293,3,SOFT,11,FALSE,
2022,21,VER,Red Bull Racing,28,17,75.83,19.322,39.209,17.299,NA,244,309,292,3,SOFT,12,FALSE,
2022,21,VER,Red Bull Racing,29,17,76.37,19.225,39.685,17.46,321,238,325,296,3,SOFT,13,FALSE,
2022,21,VER,Red Bull Racing,30,16,76.171,19.265,39.549,17.357,310,243,310,325,3,SOFT,14,FALSE,
2022,21,VER,Red Bull Racing,31,16,76.275,19.407,39.427,17.441,NA,248,310,292,3,SOFT,15,FALSE,
2022,21,VER,Red Bull Racing,32,16,76.521,19.386,39.765,17.37,311,245,327,299,3,SOFT,16,FALSE,
2022,21,VER,Red Bull Racing,33,15,76.998,19.245,40.345,17.408,326,235,325,305,3,SOFT,17,FALSE,
2022,21,VER,Red Bull Racing,34,15,76.099,19.121,39.643,17.335,324,250,325,301,3,SOFT,18,FALSE,
2022,21,VER,Red Bull Racing,35,15,76.476,19.253,39.815,17.408,325,245,327,311,3,SOFT,19,FALSE,
2022,21,VER,Red Bull Racing,36,12,76.377,19.329,39.496,17.552,307,246,307,318,3,SOFT,20,FALSE,
2022,21,VER,Red Bull Racing,37,11,76.028,19.305,39.241,17.482,308,248,308,294,3,SOFT,21,FALSE,
2022,21,VER,Red Bull Racing,38,11,76.32,19.292,39.443,17.585,310,247,307,300,3,SOFT,22,FALSE,
2022,21,VER,Red Bull Racing,39,11,76.484,19.396,39.471,17.617,NA,246,308,294,3,SOFT,23,FALSE,
2022,21,VER,Red Bull Racing,40,11,76.259,19.494,39.37,17.395,325,247,327,300,3,SOFT,24,FALSE,
2022,21,VER,Red Bull Racing,41,10,76.333,19.351,39.392,17.59,308,247,308,315,3,SOFT,25,FALSE,
2022,21,VER,Red Bull Racing,42,10,76.115,19.355,39.308,17.452,NA,247,307,299,3,SOFT,26,FALSE,
2022,21,VER,Red Bull Racing,43,10,76.22,19.397,39.381,17.442,309,247,310,297,3,SOFT,27,FALSE,
2022,21,VER,Red Bull Racing,44,9,76.193,19.311,39.51,17.372,311,244,326,298,3,SOFT,28,FALSE,
2022,21,VER,Red Bull Racing,45,8,77.223,19.613,40.087,17.523,323,239,323,297,3,SOFT,29,FALSE,
2022,21,VER,Red Bull Racing,46,6,75.954,19.282,39.164,17.508,307,247,307,309,3,SOFT,30,FALSE,
2022,21,VER,Red Bull Racing,47,6,76.31,19.453,39.343,17.514,NA,245,306,298,3,SOFT,31,FALSE,
2022,21,VER,Red Bull Racing,48,6,79.905,19.426,39.118,21.361,NA,247,NA,296,3,SOFT,32,FALSE,
2022,21,VER,Red Bull Racing,49,11,92.762,37.442,38.231,17.089,301,246,305,NA,4,SOFT,1,FALSE,
2022,21,VER,Red Bull Racing,50,11,74.709,19.265,38.375,17.069,309,247,311,291,4,SOFT,2,FALSE,
2022,21,VER,Red Bull Racing,51,10,75.054,19.038,38.878,17.138,310,240,322,297,4,SOFT,3,FALSE,
2022,21,VER,Red Bull Racing,52,10,85.071,19.006,42.378,23.687,NA,97,258,314,4,SOFT,4,FALSE,
2022,21,VER,Red Bull Racing,53,10,101.425,26.304,52.824,22.297,117,187,222,246,4,SOFT,5,FALSE,
2022,21,VER,Red Bull Racing,54,10,101.805,27.396,51.413,22.996,191,191,264,228,4,SOFT,6,FALSE,
2022,21,VER,Red Bull Racing,55,10,100.895,27.432,51.644,21.819,271,197,261,184,4,SOFT,7,FALSE,
2022,21,VER,Red Bull Racing,56,10,86.621,22.903,43.054,20.664,291,208,183,194,4,SOFT,8,FALSE,
2022,21,VER,Red Bull Racing,57,10,114.435,28.244,56.847,29.344,146,162,177,192,4,SOFT,9,FALSE,
2022,21,VER,Red Bull Racing,58,10,115.094,33.822,54.97,26.302,155,183,209,204,4,SOFT,10,FALSE,
2022,21,VER,Red Bull Racing,59,10,115.185,30.236,55.033,29.916,264,112,288,154,4,SOFT,11,FALSE,
2022,21,VER,Red Bull Racing,60,9,76.615,20.111,39.298,17.206,315,250,308,293,4,SOFT,12,FALSE,
2022,21,VER,Red Bull Racing,61,9,75.448,19.112,39.049,17.287,314,234,318,301,4,SOFT,13,FALSE,
2022,21,VER,Red Bull Racing,62,9,75.305,19.249,39.098,16.958,329,250,338,302,4,SOFT,14,FALSE,
2022,21,VER,Red Bull Racing,63,7,74.278,19.006,38.083,17.189,309,254,311,336,4,SOFT,15,FALSE,
2022,21,VER,Red Bull Racing,64,7,74.195,18.915,38.147,17.133,310,253,311,303,4,SOFT,16,FALSE,
2022,21,VER,Red Bull Racing,65,7,74.284,19.035,38.289,16.96,311,252,329,304,4,SOFT,17,FALSE,
2022,21,VER,Red Bull Racing,66,7,74.56,19.042,38.472,17.046,326,252,331,315,4,SOFT,18,FALSE,
2022,21,VER,Red Bull Racing,67,6,74.195,18.929,38.068,17.198,310,253,310,330,4,SOFT,19,FALSE,
2022,21,VER,Red Bull Racing,68,6,74.628,19.017,38.314,17.297,312,254,309,307,4,SOFT,20,FALSE,
2022,21,VER,Red Bull Racing,69,6,74.776,19.126,38.403,17.247,311,254,312,301,4,SOFT,21,FALSE,
2022,21,VER,Red Bull Racing,70,6,74.547,19.106,38.317,17.124,NA,254,312,308,4,SOFT,22,FALSE,
2022,21,VER,Red Bull Racing,71,6,74.387,18.919,38.382,17.086,326,253,329,310,4,SOFT,23,FALSE,
2022,21,GAS,AlphaTauri,1,11,NA,NA,49.429,26.91,310,102,251,224,1,SOFT,1,FALSE,
2022,21,GAS,AlphaTauri,2,9,112.007,25.856,61.832,24.319,279,172,178,245,1,SOFT,2,FALSE,
2022,21,GAS,AlphaTauri,3,9,119.65,33.668,61.731,24.251,251,210,179,217,1,SOFT,3,FALSE,
2022,21,GAS,AlphaTauri,4,9,121.578,30.836,65.235,25.507,171,212,177,113,1,SOFT,4,FALSE,
2022,21,GAS,AlphaTauri,5,9,115.772,30.518,56.392,28.862,256,175,160,232,1,SOFT,5,FALSE,
2022,21,GAS,AlphaTauri,6,9,115.164,30.688,54.379,30.097,211,98,266,NA,1,SOFT,6,FALSE,
2022,21,GAS,AlphaTauri,7,6,78.896,21.023,40.347,17.526,303,236,309,273,1,SOFT,7,FALSE,
2022,21,GAS,AlphaTauri,8,6,77.411,19.713,39.993,17.705,310,240,306,295,1,SOFT,8,FALSE,
2022,21,GAS,AlphaTauri,9,7,77.3,19.802,39.787,17.711,309,242,309,290,1,SOFT,9,FALSE,
2022,21,GAS,AlphaTauri,10,7,77.541,19.901,40.005,17.635,321,239,306,286,1,SOFT,10,FALSE,
2022,21,GAS,AlphaTauri,11,7,77.341,19.777,39.873,17.691,307,242,305,303,1,SOFT,11,FALSE,
2022,21,GAS,AlphaTauri,12,7,77.318,19.768,39.85,17.7,NA,243,307,301,1,SOFT,12,FALSE,
2022,21,GAS,AlphaTauri,13,7,77.458,19.732,39.926,17.8,NA,243,306,298,1,SOFT,13,FALSE,
2022,21,GAS,AlphaTauri,14,7,77.66,19.691,40.054,17.915,NA,241,304,303,1,SOFT,14,FALSE,
2022,21,GAS,AlphaTauri,15,7,77.776,19.818,40.15,17.808,NA,237,305,295,1,SOFT,15,FALSE,
2022,21,GAS,AlphaTauri,16,7,78.004,19.706,40.314,17.984,NA,237,305,299,1,SOFT,16,FALSE,
2022,21,GAS,AlphaTauri,17,7,77.758,19.822,40.088,17.848,NA,234,305,294,1,SOFT,17,FALSE,
2022,21,GAS,AlphaTauri,18,6,77.648,19.755,40.107,17.786,NA,239,305,298,1,SOFT,18,FALSE,
2022,21,GAS,AlphaTauri,19,8,81.692,19.842,40.139,21.711,306,236,NA,295,1,SOFT,19,FALSE,
2022,21,GAS,AlphaTauri,20,15,94.679,37.424,39.514,17.741,299,235,307,NA,2,MEDIUM,1,FALSE,
2022,21,GAS,AlphaTauri,21,14,76.862,19.606,39.545,17.711,307,240,303,300,2,MEDIUM,2,FALSE,
2022,21,GAS,AlphaTauri,22,14,77.241,19.791,39.72,17.73,NA,232,306,288,2,MEDIUM,3,FALSE,
2022,21,GAS,AlphaTauri,23,13,77.253,19.8,39.803,17.65,308,239,309,298,2,MEDIUM,4,FALSE,
2022,21,GAS,AlphaTauri,24,13,77.402,19.757,39.923,17.722,NA,238,305,296,2,MEDIUM,5,FALSE,
2022,21,GAS,AlphaTauri,25,8,77.392,19.755,40.013,17.624,310,232,320,NA,2,MEDIUM,6,FALSE,
2022,21,GAS,AlphaTauri,26,8,77.17,19.604,39.804,17.762,309,241,307,306,2,MEDIUM,7,FALSE,
2022,21,GAS,AlphaTauri,27,7,77.055,19.644,39.716,17.695,308,239,305,299,2,MEDIUM,8,FALSE,
2022,21,GAS,AlphaTauri,28,8,77.968,19.925,40.329,17.714,321,238,307,297,2,MEDIUM,9,FALSE,
2022,21,GAS,AlphaTauri,29,9,78.094,19.935,40.494,17.665,322,241,310,305,2,MEDIUM,10,FALSE,
2022,21,GAS,AlphaTauri,30,9,78.256,19.96,40.62,17.676,324,238,309,NA,2,MEDIUM,11,FALSE,
2022,21,GAS,AlphaTauri,31,9,77.668,19.868,40.066,17.734,308,237,308,302,2,MEDIUM,12,FALSE,
2022,21,GAS,AlphaTauri,32,9,77.608,19.678,40.217,17.713,NA,239,307,301,2,MEDIUM,13,FALSE,
2022,21,GAS,AlphaTauri,33,9,77.409,19.69,39.931,17.788,309,239,304,297,2,MEDIUM,14,FALSE,
2022,21,GAS,AlphaTauri,34,9,77.766,19.707,40.203,17.856,308,237,305,NA,2,MEDIUM,15,FALSE,
2022,21,GAS,AlphaTauri,35,10,81.196,19.706,40.193,21.297,307,241,NA,308,2,MEDIUM,16,FALSE,
2022,21,GAS,AlphaTauri,36,17,93.844,36.776,39.593,17.475,299,241,307,NA,3,SOFT,6,FALSE,
2022,21,GAS,AlphaTauri,37,17,76.259,19.38,39.487,17.392,308,245,307,302,3,SOFT,7,FALSE,
2022,21,GAS,AlphaTauri,38,16,76.606,19.483,39.496,17.627,309,241,306,299,3,SOFT,8,FALSE,
2022,21,GAS,AlphaTauri,39,16,76.723,19.486,39.702,17.535,310,237,325,300,3,SOFT,9,FALSE,
2022,21,GAS,AlphaTauri,40,14,76.796,19.42,39.599,17.777,311,238,306,327,3,SOFT,10,FALSE,
2022,21,GAS,AlphaTauri,41,14,76.697,19.541,39.596,17.56,308,241,307,298,3,SOFT,11,FALSE,
2022,21,GAS,AlphaTauri,42,14,76.648,19.549,39.479,17.62,307,242,305,297,3,SOFT,12,FALSE,
2022,21,GAS,AlphaTauri,43,14,76.52,19.634,39.326,17.56,NA,242,307,295,3,SOFT,13,FALSE,
2022,21,GAS,AlphaTauri,44,14,76.608,19.583,39.449,17.576,NA,241,305,NA,3,SOFT,14,FALSE,
2022,21,GAS,AlphaTauri,45,13,76.541,19.583,39.364,17.594,308,244,306,294,3,SOFT,15,FALSE,
2022,21,GAS,AlphaTauri,46,12,76.997,19.562,39.78,17.655,307,240,307,299,3,SOFT,16,FALSE,
2022,21,GAS,AlphaTauri,47,12,76.798,19.491,39.706,17.601,309,241,306,304,3,SOFT,17,FALSE,
2022,21,GAS,AlphaTauri,48,12,77.449,19.814,40.065,17.57,323,240,309,286,3,SOFT,18,FALSE,
2022,21,GAS,AlphaTauri,49,10,77.277,19.716,39.992,17.569,NA,242,306,291,3,SOFT,19,FALSE,
2022,21,GAS,AlphaTauri,50,10,76.742,19.61,39.515,17.617,309,241,308,299,3,SOFT,20,FALSE,
2022,21,GAS,AlphaTauri,51,11,76.808,19.523,39.716,17.569,308,243,308,303,3,SOFT,21,FALSE,
2022,21,GAS,AlphaTauri,52,11,88.911,19.649,45.225,24.037,323,144,NA,287,3,SOFT,22,FALSE,
2022,21,GAS,AlphaTauri,53,14,114.596,39.032,51.957,23.607,103,196,244,NA,4,MEDIUM,1,FALSE,
2022,21,GAS,AlphaTauri,54,14,102.298,28.333,49.698,24.267,268,176,210,241,4,MEDIUM,2,FALSE,
2022,21,GAS,AlphaTauri,55,14,101.023,27.722,50.935,22.366,272,194,278,237,4,MEDIUM,3,FALSE,
2022,21,GAS,AlphaTauri,56,14,81.137,21.063,42.775,17.299,304,230,309,230,4,MEDIUM,4,FALSE,
2022,21,GAS,AlphaTauri,57,14,106.469,22.801,54.907,28.761,187,228,216,245,4,MEDIUM,5,FALSE,
2022,21,GAS,AlphaTauri,58,14,114.562,35.521,53.081,25.96,165,164,246,106,4,MEDIUM,6,FALSE,
2022,21,GAS,AlphaTauri,59,14,112.619,32.048,51.439,29.132,257,105,289,194,4,MEDIUM,7,FALSE,
2022,21,GAS,AlphaTauri,60,14,77.986,20.183,40.482,17.321,312,227,321,283,4,MEDIUM,8,FALSE,
2022,21,GAS,AlphaTauri,61,14,78.014,20.989,39.735,17.29,311,247,313,312,4,MEDIUM,9,FALSE,
2022,21,GAS,AlphaTauri,62,14,75.809,19.518,39.132,17.159,324,251,324,NA,4,MEDIUM,10,FALSE,
2022,21,GAS,AlphaTauri,63,14,75.361,19.211,38.967,17.183,326,252,329,316,4,MEDIUM,11,FALSE,
2022,21,GAS,AlphaTauri,64,14,75.327,19.123,39.015,17.189,325,252,326,323,4,MEDIUM,12,FALSE,
2022,21,GAS,AlphaTauri,65,14,75.689,19.187,39.355,17.147,326,250,335,322,4,MEDIUM,13,FALSE,
2022,21,GAS,AlphaTauri,66,13,76.195,19.695,39.004,17.496,320,254,310,337,4,MEDIUM,14,FALSE,
2022,21,GAS,AlphaTauri,67,13,75.43,19.125,39.066,17.239,324,252,329,314,4,MEDIUM,15,FALSE,
2022,21,GAS,AlphaTauri,68,12,75.886,19.269,39.205,17.412,312,252,309,328,4,MEDIUM,16,FALSE,
2022,21,GAS,AlphaTauri,69,12,75.697,19.233,39.09,17.374,NA,252,311,313,4,MEDIUM,17,FALSE,
2022,21,GAS,AlphaTauri,70,12,75.845,19.255,38.94,17.65,313,253,307,315,4,MEDIUM,18,FALSE,
2022,21,GAS,AlphaTauri,71,12,75.622,19.223,39.13,17.269,NA,251,325,313,4,MEDIUM,19,FALSE,
2022,21,PER,Red Bull Racing,1,6,NA,NA,43.254,25.858,311,88,257,218,1,SOFT,1,FALSE,
2022,21,PER,Red Bull Racing,2,4,114.096,26.235,61.336,26.525,202,164,223,205,1,SOFT,2,FALSE,
2022,21,PER,Red Bull Racing,3,4,119.735,30.85,61.913,26.972,206,207,144,105,1,SOFT,3,FALSE,
2022,21,PER,Red Bull Racing,4,4,121.807,31.39,62.882,27.535,214,204,152,162,1,SOFT,4,FALSE,
2022,21,PER,Red Bull Racing,5,4,114.764,29.129,58.215,27.42,149,168,233,212,1,SOFT,5,FALSE,
2022,21,PER,Red Bull Racing,6,4,120.838,27.827,61.178,31.833,261,107,258,258,1,SOFT,6,FALSE,
2022,21,PER,Red Bull Racing,7,2,76.928,20.472,39.025,17.431,306,238,303,282,1,SOFT,7,FALSE,
2022,21,PER,Red Bull Racing,8,2,76.083,19.548,39.068,17.467,308,237,306,285,1,SOFT,8,FALSE,
2022,21,PER,Red Bull Racing,9,2,76.224,19.473,39.279,17.472,NA,239,308,292,1,SOFT,9,FALSE,
2022,21,PER,Red Bull Racing,10,2,76.22,19.389,39.382,17.449,307,237,308,295,1,SOFT,10,FALSE,
2022,21,PER,Red Bull Racing,11,2,76.142,19.471,39.22,17.451,NA,246,307,NA,1,SOFT,11,FALSE,
2022,21,PER,Red Bull Racing,12,2,76.331,19.477,39.363,17.491,308,244,308,300,1,SOFT,12,FALSE,
2022,21,PER,Red Bull Racing,13,2,76.519,19.348,39.609,17.562,NA,236,308,302,1,SOFT,13,FALSE,
2022,21,PER,Red Bull Racing,14,2,76.602,19.491,39.522,17.589,307,243,308,298,1,SOFT,14,FALSE,
2022,21,PER,Red Bull Racing,15,2,76.225,19.417,39.318,17.49,NA,247,308,303,1,SOFT,15,FALSE,
2022,21,PER,Red Bull Racing,16,2,76.563,19.482,39.448,17.633,308,243,308,NA,1,SOFT,16,FALSE,
2022,21,PER,Red Bull Racing,17,2,76.401,19.518,39.347,17.536,NA,250,308,304,1,SOFT,17,FALSE,
2022,21,PER,Red Bull Racing,18,2,76.429,19.496,39.309,17.624,NA,249,307,NA,1,SOFT,18,FALSE,
2022,21,PER,Red Bull Racing,19,2,76.689,19.431,39.556,17.702,NA,249,307,NA,1,SOFT,19,FALSE,
2022,21,PER,Red Bull Racing,20,2,76.885,19.562,39.662,17.661,NA,249,306,306,1,SOFT,20,FALSE,
2022,21,PER,Red Bull Racing,21,2,76.993,19.551,39.735,17.707,NA,241,307,304,1,SOFT,21,FALSE,
2022,21,PER,Red Bull Racing,22,2,77.085,19.624,39.681,17.78,NA,245,307,302,1,SOFT,22,FALSE,
2022,21,PER,Red Bull Racing,23,2,81.078,19.624,39.746,21.708,NA,246,NA,304,1,SOFT,23,FALSE,
2022,21,PER,Red Bull Racing,24,4,93.981,36.514,40.223,17.244,307,245,321,NA,2,MEDIUM,1,FALSE,
2022,21,PER,Red Bull Racing,25,4,75.839,19.128,39.355,17.356,309,242,309,316,2,MEDIUM,2,FALSE,
2022,21,PER,Red Bull Racing,26,3,76.291,19.365,39.529,17.397,311,237,323,296,2,MEDIUM,3,FALSE,
2022,21,PER,Red Bull Racing,27,3,76.113,19.196,39.452,17.465,308,240,306,302,2,MEDIUM,4,FALSE,
2022,21,PER,Red Bull Racing,28,3,76.13,19.418,39.286,17.426,309,243,307,293,2,MEDIUM,5,FALSE,
2022,21,PER,Red Bull Racing,29,3,76.166,19.459,39.258,17.449,308,240,307,298,2,MEDIUM,6,FALSE,
2022,21,PER,Red Bull Racing,30,2,76.231,19.358,39.466,17.407,NA,240,307,299,2,MEDIUM,7,FALSE,
2022,21,PER,Red Bull Racing,31,2,76.329,19.509,39.412,17.408,NA,238,308,297,2,MEDIUM,8,FALSE,
2022,21,PER,Red Bull Racing,32,2,76.307,19.43,39.346,17.531,309,245,307,302,2,MEDIUM,9,FALSE,
2022,21,PER,Red Bull Racing,33,2,76.328,19.416,39.372,17.54,NA,244,307,300,2,MEDIUM,10,FALSE,
2022,21,PER,Red Bull Racing,34,2,76.362,19.417,39.447,17.498,NA,246,307,NA,2,MEDIUM,11,FALSE,
2022,21,PER,Red Bull Racing,35,2,76.284,19.286,39.499,17.499,NA,245,308,302,2,MEDIUM,12,FALSE,
2022,21,PER,Red Bull Racing,36,2,76.174,19.394,39.202,17.578,308,246,308,301,2,MEDIUM,13,FALSE,
2022,21,PER,Red Bull Racing,37,2,76.26,19.397,39.372,17.491,309,245,308,304,2,MEDIUM,14,FALSE,
2022,21,PER,Red Bull Racing,38,2,76.173,19.291,39.319,17.563,310,249,307,310,2,MEDIUM,15,FALSE,
2022,21,PER,Red Bull Racing,39,2,76.371,19.425,39.362,17.584,NA,242,306,298,2,MEDIUM,16,FALSE,
2022,21,PER,Red Bull Racing,40,2,76.628,19.473,39.463,17.692,309,248,306,301,2,MEDIUM,17,FALSE,
2022,21,PER,Red Bull Racing,41,2,76.434,19.428,39.393,17.613,NA,250,307,302,2,MEDIUM,18,FALSE,
2022,21,PER,Red Bull Racing,42,2,76.299,19.499,39.29,17.51,308,245,309,305,2,MEDIUM,19,FALSE,
2022,21,PER,Red Bull Racing,43,2,76.571,19.496,39.498,17.577,309,247,308,304,2,MEDIUM,20,FALSE,
2022,21,PER,Red Bull Racing,44,2,77.163,19.524,40.084,17.555,308,247,307,310,2,MEDIUM,21,FALSE,
2022,21,PER,Red Bull Racing,45,3,77.513,19.886,40.041,17.586,324,243,310,289,2,MEDIUM,22,FALSE,
2022,21,PER,Red Bull Racing,46,3,77.043,19.735,39.731,17.577,310,244,311,306,2,MEDIUM,23,FALSE,
2022,21,PER,Red Bull Racing,47,3,80.204,19.542,39.343,21.319,309,247,NA,312,2,MEDIUM,24,FALSE,
2022,21,PER,Red Bull Racing,48,4,92.919,36.917,38.848,17.154,300,244,307,NA,3,MEDIUM,1,FALSE,
2022,21,PER,Red Bull Racing,49,4,75.23,19.214,38.759,17.257,309,238,308,309,3,MEDIUM,2,FALSE,
2022,21,PER,Red Bull Racing,50,4,75.28,19.221,38.802,17.257,311,240,308,293,3,MEDIUM,3,FALSE,
2022,21,PER,Red Bull Racing,51,4,75.159,19.224,38.668,17.267,309,246,309,299,3,MEDIUM,4,FALSE,
2022,21,PER,Red Bull Racing,52,4,75.479,19.279,38.901,17.299,NA,243,309,301,3,MEDIUM,5,FALSE,
2022,21,PER,Red Bull Racing,53,4,95.844,19.22,53.26,23.364,NA,166,209,300,3,MEDIUM,6,FALSE,
2022,21,PER,Red Bull Racing,54,3,100.84,26.515,51.539,22.786,222,205,259,213,3,MEDIUM,7,FALSE,
2022,21,PER,Red Bull Racing,55,3,113.502,29.842,52.464,31.196,284,171,176,63,3,MEDIUM,8,FALSE,
2022,21,PER,Red Bull Racing,56,3,120.298,31.027,59.755,29.516,105,141,147,159,3,MEDIUM,9,FALSE,
2022,21,PER,Red Bull Racing,57,3,116.722,31.151,57.1,28.471,162,118,228,174,3,MEDIUM,10,FALSE,
2022,21,PER,Red Bull Racing,58,3,116.786,31.669,59.193,25.924,126,133,209,164,3,MEDIUM,11,FALSE,
2022,21,PER,Red Bull Racing,59,3,121.042,30.441,57.368,33.233,149,152,270,149,3,MEDIUM,12,FALSE,
2022,21,PER,Red Bull Racing,60,3,75.382,19.783,38.542,17.057,307,259,309,292,3,MEDIUM,13,FALSE,
2022,21,PER,Red Bull Racing,61,3,74.911,19.595,38.23,17.086,310,255,308,311,3,MEDIUM,14,FALSE,
2022,21,PER,Red Bull Racing,62,3,74.283,19.16,38.006,17.117,NA,257,309,306,3,MEDIUM,15,FALSE,
2022,21,PER,Red Bull Racing,63,4,75.588,19.267,39.123,17.198,308,255,313,310,3,MEDIUM,16,FALSE,
2022,21,PER,Red Bull Racing,64,5,75.661,19.805,38.634,17.222,325,258,313,284,3,MEDIUM,17,FALSE,
2022,21,PER,Red Bull Racing,65,6,76.051,19.522,39.263,17.266,309,254,313,297,3,MEDIUM,18,FALSE,
2022,21,PER,Red Bull Racing,66,6,74.866,19.217,38.341,17.308,311,253,313,300,3,MEDIUM,19,FALSE,
2022,21,PER,Red Bull Racing,67,7,75.715,19.466,38.926,17.323,328,251,311,303,3,MEDIUM,20,FALSE,
2022,21,PER,Red Bull Racing,68,7,75.103,19.298,38.464,17.341,312,255,311,314,3,MEDIUM,21,FALSE,
2022,21,PER,Red Bull Racing,69,7,75.188,19.215,38.602,17.371,311,254,310,NA,3,MEDIUM,22,FALSE,
2022,21,PER,Red Bull Racing,70,7,75.042,19.232,38.486,17.324,NA,254,308,NA,3,MEDIUM,23,FALSE,
2022,21,PER,Red Bull Racing,71,7,75.799,19.282,39.045,17.472,NA,248,310,309,3,MEDIUM,24,FALSE,
2022,21,ALO,Alpine,1,17,NA,NA,51.203,32.514,313,91,214,223,1,MEDIUM,1,FALSE,
2022,21,ALO,Alpine,2,15,112.539,26.203,61.62,24.716,241,154,229,196,1,MEDIUM,2,FALSE,
2022,21,ALO,Alpine,3,15,117.216,32.43,62.606,22.18,261,197,137,202,1,MEDIUM,3,FALSE,
2022,21,ALO,Alpine,4,15,121.527,31.593,67.648,22.286,283,188,252,116,1,MEDIUM,4,FALSE,
2022,21,ALO,Alpine,5,15,115.247,32.512,57.032,25.703,232,186,210,190,1,MEDIUM,5,FALSE,
2022,21,ALO,Alpine,6,15,110.592,31.279,50.381,28.932,193,106,268,206,1,MEDIUM,6,FALSE,
2022,21,ALO,Alpine,7,12,80.639,20.859,41.913,17.867,311,220,309,252,1,MEDIUM,7,FALSE,
2022,21,ALO,Alpine,8,12,78.187,20.047,40.459,17.681,307,242,306,306,1,MEDIUM,8,FALSE,
2022,21,ALO,Alpine,9,12,77.147,19.607,40.033,17.507,315,241,325,300,1,MEDIUM,9,FALSE,
2022,21,ALO,Alpine,10,12,77.102,19.494,40.067,17.541,311,241,327,320,1,MEDIUM,10,FALSE,
2022,21,ALO,Alpine,11,12,77.626,19.554,40.452,17.62,317,237,327,315,1,MEDIUM,11,FALSE,
2022,21,ALO,Alpine,12,12,77.859,19.621,40.469,17.769,321,233,325,308,1,MEDIUM,12,FALSE,
2022,21,ALO,Alpine,13,12,78.242,19.594,40.947,17.701,311,240,325,312,1,MEDIUM,13,FALSE,
