year,ronda,abreviacion,nombre_escuderia,numero_vuelta,posicion,tiempo_vuelta,tiempo_sector_1,tiempo_sector_2,tiempo_sector_3,velocidad_i1,velocidad_i2,velocidad_fl,velocidad_st,numero_parada,compuesto_rueda,compuesto_vida,vuelta_eliminada,vuelta_eliminada_razon
2022,21,RUS,Mercedes,51,1,73.996,19.139,37.847,17.01,300,252,316,301,3,SOFT,11,FALSE,
2022,21,RUS,Mercedes,52,1,75.199,19.257,38.661,17.281,291,236,299,305,3,SOFT,12,FALSE,
2022,21,RUS,Mercedes,53,1,92.517,19.174,48.255,25.088,295,189,238,297,3,SOFT,13,FALSE,
2022,21,RUS,Mercedes,54,1,101.487,26.943,50.529,24.015,122,187,210,238,3,SOFT,14,FALSE,
2022,21,RUS,Mercedes,55,1,125.052,28.566,65.52,30.966,133,102,192,165,3,SOFT,15,FALSE,
2022,21,RUS,Mercedes,56,1,120.566,31.759,60.122,28.685,145,122,154,111,3,SOFT,16,FALSE,
2022,21,RUS,Mercedes,57,1,115.908,31.4,58.07,26.438,152,133,248,144,3,SOFT,17,FALSE,
2022,21,RUS,Mercedes,58,1,120.212,33.081,61.192,25.939,89,122,217,104,3,SOFT,18,FALSE,
2022,21,RUS,Mercedes,59,1,121.663,29.596,57.339,34.728,215,149,262,152,3,SOFT,19,FALSE,
2022,21,RUS,Mercedes,60,1,74.333,19.592,37.57,17.171,297,257,295,283,3,SOFT,20,FALSE,
2022,21,RUS,Mercedes,61,1,73.785,18.998,37.66,17.127,291,252,297,298,3,SOFT,21,FALSE,
2022,21,RUS,Mercedes,62,1,73.881,19.043,37.651,17.187,293,253,297,299,3,SOFT,22,FALSE,
2022,21,RUS,Mercedes,63,1,73.916,19.094,37.567,17.255,NA,251,298,289,3,SOFT,23,FALSE,
2022,21,RUS,Mercedes,64,1,73.839,19.039,37.565,17.235,296,256,299,290,3,SOFT,24,FALSE,
2022,21,RUS,Mercedes,65,1,74.057,19.023,37.763,17.271,291,247,298,293,3,SOFT,25,FALSE,
2022,21,RUS,Mercedes,66,1,74.145,19.053,37.829,17.263,NA,249,299,291,3,SOFT,26,FALSE,
2022,21,RUS,Mercedes,67,1,74.314,19.111,37.889,17.314,293,250,298,286,3,SOFT,27,FALSE,
2022,21,RUS,Mercedes,68,1,74.38,19.064,37.962,17.354,NA,250,297,295,3,SOFT,28,FALSE,
2022,21,RUS,Mercedes,69,1,74.46,19.108,37.995,17.357,299,257,297,290,3,SOFT,29,FALSE,
2022,21,RUS,Mercedes,70,1,74.515,19.095,38.068,17.352,301,257,298,287,3,SOFT,30,FALSE,
2022,21,RUS,Mercedes,71,1,74.878,19.173,38.263,17.442,291,248,297,290,3,SOFT,31,FALSE,
2022,21,BOT,Alfa Romeo,1,13,NA,NA,51.069,27.443,307,103,255,236,1,SOFT,1,FALSE,
2022,21,BOT,Alfa Romeo,2,11,111.493,25.627,61.166,24.7,253,155,232,213,1,SOFT,2,FALSE,
2022,21,BOT,Alfa Romeo,3,11,119.56,34.13,61.028,24.402,230,186,145,196,1,SOFT,3,FALSE,
2022,21,BOT,Alfa Romeo,4,11,121.619,30.718,65.368,25.533,203,165,225,149,1,SOFT,4,FALSE,
2022,21,BOT,Alfa Romeo,5,11,115.893,31.047,55.926,28.92,233,189,168,179,1,SOFT,5,FALSE,
2022,21,BOT,Alfa Romeo,6,11,113.581,30.35,53.506,29.725,167,94,265,227,1,SOFT,6,FALSE,
2022,21,BOT,Alfa Romeo,7,10,81.112,21.135,42.229,17.748,300,231,311,264,1,SOFT,7,FALSE,
2022,21,BOT,Alfa Romeo,8,10,77.428,19.819,40.029,17.58,299,239,309,298,1,SOFT,8,FALSE,
2022,21,BOT,Alfa Romeo,9,10,77.014,19.619,39.87,17.525,318,241,324,305,1,SOFT,9,FALSE,
2022,21,BOT,Alfa Romeo,10,10,77.088,19.565,40.211,17.312,317,241,327,291,1,SOFT,10,FALSE,
2022,21,BOT,Alfa Romeo,11,10,77.891,19.834,40.645,17.412,318,243,325,327,1,SOFT,11,FALSE,
2022,21,BOT,Alfa Romeo,12,9,77.081,19.521,39.779,17.781,302,242,305,314,1,SOFT,12,FALSE,
2022,21,BOT,Alfa Romeo,13,9,77.589,19.816,39.973,17.8,301,239,305,302,1,SOFT,13,FALSE,
2022,21,BOT,Alfa Romeo,14,9,77.667,19.661,40.08,17.926,NA,241,302,303,1,SOFT,14,FALSE,
2022,21,BOT,Alfa Romeo,15,9,77.36,19.763,39.942,17.655,303,242,318,301,1,SOFT,15,FALSE,
2022,21,BOT,Alfa Romeo,16,9,77.603,19.631,40.39,17.582,311,240,319,308,1,SOFT,16,FALSE,
2022,21,BOT,Alfa Romeo,17,8,77.252,19.503,39.943,17.806,303,241,303,320,1,SOFT,17,FALSE,
2022,21,BOT,Alfa Romeo,18,7,77.377,19.704,40.042,17.631,304,242,319,302,1,SOFT,18,FALSE,
2022,21,BOT,Alfa Romeo,19,6,77.403,19.45,40.216,17.737,317,243,319,318,1,SOFT,19,FALSE,
2022,21,BOT,Alfa Romeo,20,6,77.404,19.601,39.945,17.858,297,239,299,308,1,SOFT,20,FALSE,
2022,21,BOT,Alfa Romeo,21,6,77.834,19.788,40.078,17.968,302,243,300,299,1,SOFT,21,FALSE,
2022,21,BOT,Alfa Romeo,22,6,77.77,19.785,40.195,17.79,304,241,302,301,1,SOFT,22,FALSE,
2022,21,BOT,Alfa Romeo,23,6,77.325,19.751,39.962,17.612,305,241,317,303,1,SOFT,23,FALSE,
2022,21,BOT,Alfa Romeo,24,7,81.765,19.536,40.604,21.625,319,214,NA,307,1,SOFT,24,FALSE,
2022,21,BOT,Alfa Romeo,25,10,94.221,37.605,39.159,17.457,293,239,320,NA,2,MEDIUM,1,FALSE,
2022,21,BOT,Alfa Romeo,26,9,75.76,19.358,38.958,17.444,299,243,320,314,2,MEDIUM,2,FALSE,
2022,21,BOT,Alfa Romeo,27,8,76.428,19.23,39.716,17.482,320,239,318,317,2,MEDIUM,3,FALSE,
2022,21,BOT,Alfa Romeo,28,7,76.131,19.441,39.078,17.612,304,246,301,318,2,MEDIUM,4,FALSE,
2022,21,BOT,Alfa Romeo,29,6,76.971,19.568,39.732,17.671,NA,243,300,300,2,MEDIUM,5,FALSE,
2022,21,BOT,Alfa Romeo,30,6,76.587,19.515,39.366,17.706,305,244,300,NA,2,MEDIUM,6,FALSE,
2022,21,BOT,Alfa Romeo,31,6,76.578,19.608,39.373,17.597,304,244,302,301,2,MEDIUM,7,FALSE,
2022,21,BOT,Alfa Romeo,32,6,76.609,19.599,39.269,17.741,NA,244,301,NA,2,MEDIUM,8,FALSE,
2022,21,BOT,Alfa Romeo,33,6,76.93,19.666,39.588,17.676,305,244,301,300,2,MEDIUM,9,FALSE,
2022,21,BOT,Alfa Romeo,34,6,76.747,19.69,39.566,17.491,NA,246,319,NA,2,MEDIUM,10,FALSE,
2022,21,BOT,Alfa Romeo,35,5,76.512,19.325,39.671,17.516,321,246,316,316,2,MEDIUM,11,FALSE,
2022,21,BOT,Alfa Romeo,36,5,76.43,19.428,39.275,17.727,298,246,299,314,2,MEDIUM,12,FALSE,
2022,21,BOT,Alfa Romeo,37,5,76.909,19.661,39.616,17.632,NA,246,301,295,2,MEDIUM,13,FALSE,
2022,21,BOT,Alfa Romeo,38,5,76.783,19.563,39.519,17.701,303,245,299,300,2,MEDIUM,14,FALSE,
2022,21,BOT,Alfa Romeo,39,5,76.907,19.547,39.526,17.834,305,246,298,298,2,MEDIUM,15,FALSE,
2022,21,BOT,Alfa Romeo,40,5,76.923,19.632,39.497,17.794,304,248,299,NA,2,MEDIUM,16,FALSE,
2022,21,BOT,Alfa Romeo,41,5,77.195,19.63,39.687,17.878,303,246,300,299,2,MEDIUM,17,FALSE,
2022,21,BOT,Alfa Romeo,42,5,77.131,19.669,39.731,17.731,302,244,300,300,2,MEDIUM,18,FALSE,
2022,21,BOT,Alfa Romeo,43,5,77.103,19.652,39.747,17.704,NA,246,300,NA,2,MEDIUM,19,FALSE,
2022,21,BOT,Alfa Romeo,44,5,76.977,19.584,39.695,17.698,NA,247,299,298,2,MEDIUM,20,FALSE,
2022,21,BOT,Alfa Romeo,45,5,80.762,19.72,39.636,21.406,NA,246,NA,299,2,MEDIUM,21,FALSE,
2022,21,BOT,Alfa Romeo,46,9,94.51,38.303,39.099,17.108,294,245,321,NA,3,SOFT,1,FALSE,
2022,21,BOT,Alfa Romeo,47,8,77.772,19.201,40.348,18.223,321,236,316,302,3,SOFT,2,FALSE,
2022,21,BOT,Alfa Romeo,48,7,76.043,19.442,39.005,17.596,295,243,298,321,3,SOFT,3,FALSE,
2022,21,BOT,Alfa Romeo,49,6,76.592,19.601,39.353,17.638,NA,241,296,289,3,SOFT,4,FALSE,
2022,21,BOT,Alfa Romeo,50,6,76.346,19.63,39.191,17.525,302,245,298,294,3,SOFT,5,FALSE,
2022,21,BOT,Alfa Romeo,51,6,76.036,19.482,39.091,17.463,NA,251,299,298,3,SOFT,6,FALSE,
2022,21,BOT,Alfa Romeo,52,6,83.623,19.493,39.32,24.81,300,242,210,295,3,SOFT,7,FALSE,
2022,21,BOT,Alfa Romeo,53,5,101.14,25.487,53.596,22.057,190,155,210,237,3,SOFT,8,FALSE,
2022,21,BOT,Alfa Romeo,54,5,102.074,26.373,52.804,22.897,207,202,207,156,3,SOFT,9,FALSE,
2022,21,BOT,Alfa Romeo,55,5,101.538,26.236,52.306,22.996,216,181,250,196,3,SOFT,10,FALSE,
2022,21,BOT,Alfa Romeo,56,5,87.723,21.703,42.972,23.048,267,221,182,252,3,SOFT,11,FALSE,
2022,21,BOT,Alfa Romeo,57,5,116.745,30.289,57.595,28.861,183,144,171,184,3,SOFT,12,FALSE,
2022,21,BOT,Alfa Romeo,58,5,115.042,30.48,57.795,26.767,159,135,206,221,3,SOFT,13,FALSE,
2022,21,BOT,Alfa Romeo,59,5,118.962,30.127,56.547,32.288,157,140,267,173,3,SOFT,14,FALSE,
2022,21,BOT,Alfa Romeo,60,6,76.561,20.385,38.722,17.454,305,251,302,289,3,SOFT,15,FALSE,
2022,21,BOT,Alfa Romeo,61,7,76.264,19.437,39.485,17.342,306,247,305,306,3,SOFT,16,FALSE,
2022,21,BOT,Alfa Romeo,62,7,75.511,19.407,38.716,17.388,299,246,303,307,3,SOFT,17,FALSE,
2022,21,BOT,Alfa Romeo,63,9,76.811,19.579,39.948,17.284,322,244,322,309,3,SOFT,18,FALSE,
2022,21,BOT,Alfa Romeo,64,9,75.885,19.22,39.281,17.384,312,244,305,317,3,SOFT,19,FALSE,
2022,21,BOT,Alfa Romeo,65,9,75.617,19.487,38.698,17.432,301,249,303,301,3,SOFT,20,FALSE,
2022,21,BOT,Alfa Romeo,66,9,75.587,19.373,38.725,17.489,304,249,303,NA,3,SOFT,21,FALSE,
2022,21,BOT,Alfa Romeo,67,9,75.861,19.482,38.88,17.499,303,249,302,300,3,SOFT,22,FALSE,
2022,21,BOT,Alfa Romeo,68,9,75.584,19.324,38.715,17.545,304,249,299,299,3,SOFT,23,FALSE,
2022,21,BOT,Alfa Romeo,69,9,75.674,19.418,38.803,17.453,303,248,302,297,3,SOFT,24,FALSE,
2022,21,BOT,Alfa Romeo,70,9,75.756,19.278,38.971,17.507,305,251,299,300,3,SOFT,25,FALSE,
2022,21,BOT,Alfa Romeo,71,9,75.966,19.435,39.099,17.432,304,248,302,NA,3,SOFT,26,FALSE,
2022,22,VER,Red Bull Racing,1,1,92.198,NA,38.449,33.249,283,286,210,301,1,MEDIUM,1,FALSE,
2022,22,VER,Red Bull Racing,2,1,90.541,18.571,38.647,33.323,279,288,211,295,1,MEDIUM,2,FALSE,
2022,22,VER,Red Bull Racing,3,1,89.968,18.562,38.526,32.88,NA,293,211,297,1,MEDIUM,3,FALSE,
2022,22,VER,Red Bull Racing,4,1,90.368,18.512,38.573,33.283,280,289,211,295,1,MEDIUM,4,FALSE,
2022,22,VER,Red Bull Racing,5,1,90.502,18.492,38.754,33.256,NA,289,210,295,1,MEDIUM,5,FALSE,
2022,22,VER,Red Bull Racing,6,1,90.567,18.474,38.776,33.317,NA,293,210,292,1,MEDIUM,6,FALSE,
2022,22,VER,Red Bull Racing,7,1,90.661,18.589,38.776,33.296,NA,295,209,299,1,MEDIUM,7,FALSE,
2022,22,VER,Red Bull Racing,8,1,90.691,18.512,38.813,33.366,281,291,206,296,1,MEDIUM,8,FALSE,
2022,22,VER,Red Bull Racing,9,1,90.601,18.482,38.807,33.312,NA,294,209,299,1,MEDIUM,9,FALSE,
2022,22,VER,Red Bull Racing,10,1,90.621,18.434,38.798,33.389,282,293,208,301,1,MEDIUM,10,FALSE,
2022,22,VER,Red Bull Racing,11,1,90.798,18.48,38.889,33.429,NA,292,209,302,1,MEDIUM,11,FALSE,
2022,22,VER,Red Bull Racing,12,1,90.921,18.515,39.016,33.39,283,294,209,299,1,MEDIUM,12,FALSE,
2022,22,VER,Red Bull Racing,13,1,90.747,18.517,38.876,33.354,282,293,210,301,1,MEDIUM,13,FALSE,
2022,22,VER,Red Bull Racing,14,1,90.966,18.47,39.012,33.484,NA,292,210,297,1,MEDIUM,14,FALSE,
2022,22,VER,Red Bull Racing,15,1,91.023,18.55,38.981,33.492,NA,294,207,297,1,MEDIUM,15,FALSE,
2022,22,VER,Red Bull Racing,16,1,91.245,18.575,39.018,33.652,NA,294,204,300,1,MEDIUM,16,FALSE,
2022,22,VER,Red Bull Racing,17,1,91.592,18.625,39.24,33.727,NA,292,207,300,1,MEDIUM,17,FALSE,
2022,22,VER,Red Bull Racing,18,1,91.598,18.587,39.215,33.796,284,294,208,296,1,MEDIUM,18,FALSE,
2022,22,VER,Red Bull Racing,19,1,91.882,18.592,39.221,34.069,NA,292,209,299,1,MEDIUM,19,FALSE,
2022,22,VER,Red Bull Racing,20,1,94.033,18.591,39.247,36.195,NA,293,NA,299,1,MEDIUM,20,FALSE,
2022,22,VER,Red Bull Racing,21,2,111.197,39.304,38.697,33.196,277,290,212,295,2,HARD,1,FALSE,
2022,22,VER,Red Bull Racing,22,1,90.66,18.468,38.687,33.505,281,289,212,290,2,HARD,2,FALSE,
2022,22,VER,Red Bull Racing,23,1,90.671,18.549,38.608,33.514,283,287,212,296,2,HARD,3,FALSE,
2022,22,VER,Red Bull Racing,24,1,90.955,18.587,38.851,33.517,281,291,213,286,2,HARD,4,FALSE,
2022,22,VER,Red Bull Racing,25,1,90.803,18.461,38.772,33.57,282,288,212,293,2,HARD,5,FALSE,
2022,22,VER,Red Bull Racing,26,1,90.892,18.495,38.816,33.581,283,285,211,290,2,HARD,6,FALSE,
2022,22,VER,Red Bull Racing,27,1,90.61,18.526,38.643,33.441,NA,293,212,297,2,HARD,7,FALSE,
2022,22,VER,Red Bull Racing,28,1,90.443,18.34,38.673,33.43,284,295,212,297,2,HARD,8,FALSE,
2022,22,VER,Red Bull Racing,29,1,90.271,18.45,38.647,33.174,283,295,213,299,2,HARD,9,FALSE,
2022,22,VER,Red Bull Racing,30,1,89.936,18.341,38.476,33.119,284,295,213,301,2,HARD,10,FALSE,
2022,22,VER,Red Bull Racing,31,1,90.063,18.278,38.506,33.279,NA,298,212,300,2,HARD,11,FALSE,
2022,22,VER,Red Bull Racing,32,1,89.924,18.409,38.465,33.05,NA,296,213,300,2,HARD,12,FALSE,
2022,22,VER,Red Bull Racing,33,1,89.808,18.267,38.442,33.099,285,294,211,300,2,HARD,13,FALSE,
2022,22,VER,Red Bull Racing,34,1,89.891,18.27,38.408,33.213,NA,296,214,302,2,HARD,14,FALSE,
2022,22,VER,Red Bull Racing,35,1,90.109,18.306,38.543,33.26,NA,295,211,298,2,HARD,15,FALSE,
2022,22,VER,Red Bull Racing,36,1,89.886,18.396,38.254,33.236,286,307,212,297,2,HARD,16,FALSE,
2022,22,VER,Red Bull Racing,37,1,90.116,18.336,38.508,33.272,285,299,213,300,2,HARD,17,FALSE,
2022,22,VER,Red Bull Racing,38,1,90.16,18.375,38.554,33.231,284,295,212,302,2,HARD,18,FALSE,
2022,22,VER,Red Bull Racing,39,1,90.027,18.346,38.547,33.134,287,314,215,293,2,HARD,19,FALSE,
2022,22,VER,Red Bull Racing,40,1,90.019,18.369,38.54,33.11,283,292,213,300,2,HARD,20,FALSE,
2022,22,VER,Red Bull Racing,41,1,90.048,18.276,38.461,33.311,285,291,213,299,2,HARD,21,FALSE,
2022,22,VER,Red Bull Racing,42,1,89.885,18.327,38.45,33.108,284,296,213,303,2,HARD,22,FALSE,
2022,22,VER,Red Bull Racing,43,1,89.897,18.228,38.465,33.204,285,292,212,301,2,HARD,23,FALSE,
2022,22,VER,Red Bull Racing,44,1,89.883,18.338,38.442,33.103,NA,294,213,298,2,HARD,24,FALSE,
2022,22,VER,Red Bull Racing,45,1,89.929,18.228,38.538,33.163,NA,294,212,293,2,HARD,25,FALSE,
2022,22,VER,Red Bull Racing,46,1,89.725,18.246,38.385,33.094,NA,297,215,302,2,HARD,26,FALSE,
2022,22,VER,Red Bull Racing,47,1,90.019,18.214,38.57,33.235,286,297,214,299,2,HARD,27,FALSE,
2022,22,VER,Red Bull Racing,48,1,89.971,18.256,38.611,33.104,285,295,214,300,2,HARD,28,FALSE,
2022,22,VER,Red Bull Racing,49,1,89.959,18.345,38.509,33.105,NA,295,213,302,2,HARD,29,FALSE,
2022,22,VER,Red Bull Racing,50,1,89.803,18.23,38.483,33.09,286,295,211,302,2,HARD,30,FALSE,
2022,22,VER,Red Bull Racing,51,1,89.666,18.161,38.368,33.137,288,295,212,300,2,HARD,31,FALSE,
2022,22,VER,Red Bull Racing,52,1,90.461,18.266,38.527,33.668,NA,301,209,300,2,HARD,32,FALSE,
2022,22,VER,Red Bull Racing,53,1,90.065,18.177,38.515,33.373,287,299,213,303,2,HARD,33,FALSE,
2022,22,VER,Red Bull Racing,54,1,89.392,18.116,38.349,32.927,NA,293,213,301,2,HARD,34,FALSE,
2022,22,VER,Red Bull Racing,55,1,89.715,18.077,38.477,33.161,288,295,214,297,2,HARD,35,FALSE,
2022,22,VER,Red Bull Racing,56,1,89.844,18.164,38.419,33.261,NA,297,213,302,2,HARD,36,FALSE,
2022,22,VER,Red Bull Racing,57,1,89.891,18.164,38.604,33.123,287,297,213,295,2,HARD,37,FALSE,
2022,22,VER,Red Bull Racing,58,1,89.797,18.365,38.528,32.904,288,307,212,304,2,HARD,38,FALSE,
2022,22,LEC,Ferrari,1,3,94.192,NA,39.323,33.782,289,289,212,308,1,MEDIUM,1,FALSE,
2022,22,LEC,Ferrari,2,3,90.996,18.413,38.95,33.633,275,288,210,290,1,MEDIUM,2,FALSE,
2022,22,LEC,Ferrari,3,3,90.418,18.293,38.67,33.455,278,300,210,302,1,MEDIUM,3,FALSE,
2022,22,LEC,Ferrari,4,3,91.167,18.364,38.972,33.831,276,302,210,300,1,MEDIUM,4,FALSE,
2022,22,LEC,Ferrari,5,3,91.356,18.603,39.147,33.606,273,292,209,299,1,MEDIUM,5,FALSE,
2022,22,LEC,Ferrari,6,3,91.087,18.648,39.047,33.392,276,296,209,299,1,MEDIUM,6,TRUE,TRACK LIMITS AT TURN 1 LAP 6 
2022,22,LEC,Ferrari,7,3,90.861,18.502,38.943,33.416,278,299,209,300,1,MEDIUM,7,FALSE,
2022,22,LEC,Ferrari,8,3,90.886,18.42,39.002,33.464,NA,295,210,301,1,MEDIUM,8,FALSE,
2022,22,LEC,Ferrari,9,3,90.783,18.396,38.946,33.441,280,297,207,301,1,MEDIUM,9,FALSE,
2022,22,LEC,Ferrari,10,3,91.147,18.645,38.955,33.547,278,298,207,301,1,MEDIUM,10,FALSE,
2022,22,LEC,Ferrari,11,3,91.039,18.54,38.972,33.527,280,296,209,301,1,MEDIUM,11,FALSE,
2022,22,LEC,Ferrari,12,3,91.252,18.479,39.079,33.694,281,298,208,302,1,MEDIUM,12,FALSE,
2022,22,LEC,Ferrari,13,3,90.92,18.429,38.907,33.584,282,299,208,303,1,MEDIUM,13,FALSE,
2022,22,LEC,Ferrari,14,3,91.131,18.411,38.937,33.783,283,298,205,304,1,MEDIUM,14,FALSE,
2022,22,LEC,Ferrari,15,2,91.731,18.472,38.779,34.48,NA,307,210,305,1,MEDIUM,15,FALSE,
2022,22,LEC,Ferrari,16,2,91.237,18.456,39.07,33.711,279,296,207,298,1,MEDIUM,16,FALSE,
2022,22,LEC,Ferrari,17,2,91.454,18.574,39.209,33.671,282,297,207,300,1,MEDIUM,17,FALSE,
2022,22,LEC,Ferrari,18,2,91.443,18.607,39.089,33.747,283,300,208,301,1,MEDIUM,18,FALSE,
2022,22,LEC,Ferrari,19,2,91.74,18.58,39.09,34.07,284,298,208,301,1,MEDIUM,19,FALSE,
2022,22,LEC,Ferrari,20,2,91.891,18.556,39.227,34.108,NA,297,208,301,1,MEDIUM,20,FALSE,
2022,22,LEC,Ferrari,21,1,93.538,18.644,39.202,35.692,282,298,NA,301,1,MEDIUM,21,FALSE,
2022,22,LEC,Ferrari,22,3,111.201,39.473,38.633,33.095,279,291,212,297,2,HARD,1,FALSE,
2022,22,LEC,Ferrari,23,3,89.886,18.242,38.646,32.998,281,292,212,298,2,HARD,2,FALSE,
2022,22,LEC,Ferrari,24,3,90.465,18.43,38.987,33.048,277,293,211,298,2,HARD,3,FALSE,
2022,22,LEC,Ferrari,25,3,90.488,18.346,38.779,33.363,280,290,210,299,2,HARD,4,FALSE,
2022,22,LEC,Ferrari,26,3,90.421,18.48,38.715,33.226,NA,292,210,301,2,HARD,5,FALSE,
2022,22,LEC,Ferrari,27,3,90.095,18.19,38.724,33.181,286,298,212,303,2,HARD,6,FALSE,
2022,22,LEC,Ferrari,28,3,89.744,18.301,38.515,32.928,283,300,211,303,2,HARD,7,FALSE,
2022,22,LEC,Ferrari,29,3,89.98,18.288,38.664,33.028,NA,299,208,302,2,HARD,8,FALSE,
2022,22,LEC,Ferrari,30,3,90.103,18.5,38.671,32.932,280,298,210,303,2,HARD,9,FALSE,
2022,22,LEC,Ferrari,31,3,89.874,18.319,38.602,32.953,283,301,209,304,2,HARD,10,FALSE,
2022,22,LEC,Ferrari,32,3,89.795,18.297,38.419,33.079,285,302,210,306,2,HARD,11,FALSE,
2022,22,LEC,Ferrari,33,2,90.27,18.38,38.793,33.097,283,300,211,305,2,HARD,12,FALSE,
2022,22,LEC,Ferrari,34,2,90.17,18.259,38.761,33.15,284,300,211,302,2,HARD,13,FALSE,
2022,22,LEC,Ferrari,35,2,90.017,18.356,38.617,33.044,283,300,210,303,2,HARD,14,FALSE,
2022,22,LEC,Ferrari,36,2,90.143,18.279,38.629,33.235,284,302,211,303,2,HARD,15,FALSE,
2022,22,LEC,Ferrari,37,2,90.23,18.323,38.723,33.184,NA,301,210,302,2,HARD,16,FALSE,
2022,22,LEC,Ferrari,38,2,90.412,18.304,38.672,33.436,285,304,208,304,2,HARD,17,FALSE,
2022,22,LEC,Ferrari,39,2,91.295,18.357,39.665,33.273,276,300,211,321,2,HARD,18,FALSE,
2022,22,LEC,Ferrari,40,2,90.312,18.333,38.846,33.133,283,300,209,303,2,HARD,19,FALSE,
2022,22,LEC,Ferrari,41,2,90.056,18.189,38.64,33.227,286,299,210,304,2,HARD,20,FALSE,
2022,22,LEC,Ferrari,42,2,90.135,18.313,38.712,33.11,281,299,210,303,2,HARD,21,FALSE,
2022,22,LEC,Ferrari,43,2,89.813,18.174,38.558,33.081,285,301,210,305,2,HARD,22,FALSE,
2022,22,LEC,Ferrari,44,2,89.958,18.276,38.796,32.886,286,301,211,303,2,HARD,23,FALSE,
2022,22,LEC,Ferrari,45,2,89.853,18.185,38.56,33.108,283,300,212,302,2,HARD,24,FALSE,
2022,22,LEC,Ferrari,46,2,90.159,18.305,38.553,33.301,287,304,211,306,2,HARD,25,FALSE,
2022,22,LEC,Ferrari,47,2,90.215,18.265,38.635,33.315,286,305,211,306,2,HARD,26,FALSE,
2022,22,LEC,Ferrari,48,2,89.719,18.161,38.353,33.205,NA,315,210,306,2,HARD,27,FALSE,
2022,22,LEC,Ferrari,49,2,89.875,18.257,38.644,32.974,283,297,211,300,2,HARD,28,FALSE,
2022,22,LEC,Ferrari,50,2,89.736,18.207,38.596,32.933,NA,298,211,300,2,HARD,29,FALSE,
2022,22,LEC,Ferrari,51,2,89.782,18.184,38.597,33.001,285,299,211,301,2,HARD,30,FALSE,
2022,22,LEC,Ferrari,52,2,89.727,18.169,38.58,32.978,288,301,211,303,2,HARD,31,FALSE,
2022,22,LEC,Ferrari,53,2,89.879,18.167,38.606,33.106,286,302,210,303,2,HARD,32,FALSE,
2022,22,LEC,Ferrari,54,2,90.095,18.206,38.675,33.214,287,302,209,303,2,HARD,33,FALSE,
2022,22,LEC,Ferrari,55,2,90.151,18.085,38.495,33.571,290,319,206,308,2,HARD,34,FALSE,
2022,22,LEC,Ferrari,56,2,90.033,18.175,38.698,33.16,282,301,211,302,2,HARD,35,FALSE,
2022,22,LEC,Ferrari,57,2,89.829,18.059,38.734,33.036,288,300,209,302,2,HARD,36,FALSE,
2022,22,LEC,Ferrari,58,2,90.5,18.222,38.697,33.581,286,307,207,308,2,HARD,37,FALSE,
2022,22,PER,Red Bull Racing,1,2,93.251,NA,38.77,33.631,286,280,210,297,1,MEDIUM,1,FALSE,
2022,22,PER,Red Bull Racing,2,2,90.579,18.372,38.638,33.569,281,281,208,297,1,MEDIUM,2,FALSE,
2022,22,PER,Red Bull Racing,3,2,90.272,18.365,38.123,33.784,284,294,209,304,1,MEDIUM,3,FALSE,
2022,22,PER,Red Bull Racing,4,2,90.879,18.464,38.868,33.547,NA,285,209,296,1,MEDIUM,4,FALSE,
2022,22,PER,Red Bull Racing,5,2,90.927,18.389,38.861,33.677,NA,289,208,297,1,MEDIUM,5,FALSE,
2022,22,PER,Red Bull Racing,6,2,90.635,18.423,38.796,33.416,NA,295,208,293,1,MEDIUM,6,FALSE,
2022,22,PER,Red Bull Racing,7,2,90.612,18.366,38.771,33.475,283,292,207,294,1,MEDIUM,7,FALSE,
2022,22,PER,Red Bull Racing,8,2,90.666,18.452,38.847,33.367,284,296,207,293,1,MEDIUM,8,FALSE,
2022,22,PER,Red Bull Racing,9,2,90.971,18.443,38.98,33.548,285,292,206,291,1,MEDIUM,9,FALSE,
2022,22,PER,Red Bull Racing,10,2,91.071,18.452,38.969,33.65,NA,292,207,294,1,MEDIUM,10,FALSE,
2022,22,PER,Red Bull Racing,11,2,91.167,18.464,39.018,33.685,NA,294,207,294,1,MEDIUM,11,FALSE,
2022,22,PER,Red Bull Racing,12,2,91.407,18.427,39.188,33.792,NA,295,206,296,1,MEDIUM,12,FALSE,
2022,22,PER,Red Bull Racing,13,2,91.494,18.493,39.16,33.841,284,297,206,300,1,MEDIUM,13,FALSE,
2022,22,PER,Red Bull Racing,14,2,91.99,18.582,39.342,34.066,NA,298,206,297,1,MEDIUM,14,TRUE,TRACK LIMITS AT TURN 1 LAP 14 
2022,22,PER,Red Bull Racing,15,3,94.43,18.636,39.518,36.276,NA,291,NA,298,1,MEDIUM,15,FALSE,
2022,22,PER,Red Bull Racing,16,6,112.141,37.858,39.266,35.017,287,301,211,318,2,HARD,1,FALSE,
2022,22,PER,Red Bull Racing,17,5,90.226,18.64,38.38,33.206,NA,295,210,309,2,HARD,2,FALSE,
2022,22,PER,Red Bull Racing,18,4,90.185,18.422,38.638,33.125,285,292,210,292,2,HARD,3,FALSE,
2022,22,PER,Red Bull Racing,19,3,89.798,18.336,38.523,32.939,NA,288,209,295,2,HARD,4,FALSE,
2022,22,PER,Red Bull Racing,20,3,90.583,18.467,38.717,33.399,284,277,211,290,2,HARD,5,FALSE,
2022,22,PER,Red Bull Racing,21,3,90.673,18.495,38.451,33.727,285,298,209,297,2,HARD,6,FALSE,
