year,ronda,piloto_id,vuelta,numero_parada,duracion_parada
2023,8,norris,12,1,00:00:25.862
2023,8,albon,12,1,00:00:25.064
2023,8,zhou,12,1,00:00:24.161
2023,8,russell,12,1,
2023,8,stroll,27,2,00:00:23.839
2023,8,hulkenberg,31,2,00:00:24.200
2023,8,zhou,32,2,00:00:27.509
2023,8,gasly,33,2,00:00:24.117
2023,8,tsunoda,34,2,00:00:27.523
2023,8,norris,35,2,00:00:23.570
2023,8,kevin_magnussen,35,1,00:00:24.909
2023,8,ocon,36,2,00:00:23.698
2023,8,bottas,36,1,00:00:24.038
2023,8,perez,37,1,00:00:23.281
2023,8,piastri,37,2,00:00:23.436
2023,8,sainz,38,1,00:00:24.133
2023,8,leclerc,39,1,00:00:24.343
2023,8,hamilton,40,2,00:00:23.749
2023,8,alonso,41,2,00:00:23.928
2023,8,max_verstappen,42,2,00:00:23.910
2023,8,de_vries,50,2,00:00:23.786
2023,8,kevin_magnussen,53,2,00:00:24.515
2023,8,perez,68,2,00:00:23.218
2023,9,kevin_magnussen,1,1,00:00:26.587
2023,9,tsunoda,1,1,00:00:29.691
2023,9,max_verstappen,2,1,00:00:16.369
2023,9,leclerc,2,1,00:00:16.393
2023,9,sainz,2,1,00:00:16.380
2023,9,hamilton,2,1,00:00:16.415
2023,9,norris,2,1,00:00:18.076
2023,9,alonso,2,1,00:00:16.600
2023,9,hulkenberg,2,1,00:00:16.778
2023,9,stroll,2,1,00:00:16.646
2023,9,gasly,2,1,00:00:16.380
2023,9,albon,2,1,00:00:16.737
2023,9,russell,2,1,00:00:17.946
2023,9,ocon,2,1,00:00:18.143
2023,9,perez,2,1,00:00:17.428
2023,9,zhou,2,1,00:00:17.467
2023,9,piastri,2,1,00:00:17.324
2023,9,sargeant,2,1,00:00:17.337
2023,9,bottas,2,1,00:00:17.130
2023,9,de_vries,2,1,00:00:17.033
2023,9,kevin_magnussen,2,2,00:00:25.654
2023,9,tsunoda,2,2,00:00:16.246
2023,9,zhou,8,2,00:00:24.374
2023,9,hulkenberg,11,2,00:00:21.891
2023,9,de_vries,12,2,00:00:21.333
2023,9,hamilton,14,2,00:00:21.993
2023,9,norris,14,2,00:00:21.290
2023,9,gasly,14,2,00:00:21.814
2023,9,albon,14,2,00:00:21.562
2023,9,russell,14,2,00:00:22.262
2023,9,ocon,14,2,00:00:22.028
2023,9,piastri,14,2,00:00:22.467
2023,9,sargeant,14,2,00:00:23.194
2023,9,leclerc,15,2,00:00:23.425
2023,9,sainz,15,2,00:00:26.283
2023,9,alonso,15,2,00:00:22.371
2023,9,stroll,15,2,00:00:24.332
2023,9,bottas,21,2,00:00:31.785
2023,9,piastri,22,3,00:00:29.912
2023,9,tsunoda,23,3,00:00:27.286
2023,9,max_verstappen,24,2,00:00:21.365
2023,9,perez,25,2,00:00:21.655
2023,9,kevin_magnussen,34,3,00:00:22.250
2023,9,stroll,36,3,00:00:22.050
2023,9,de_vries,37,3,00:00:21.074
2023,9,zhou,38,3,00:00:21.910
2023,9,ocon,40,3,00:00:30.427
2023,9,bottas,40,3,00:00:21.975
2023,9,norris,41,3,00:00:22.088
2023,9,russell,41,3,00:00:21.702
2023,9,albon,41,3,00:00:27.683
2023,9,piastri,41,4,00:00:22.313
2023,9,hamilton,42,3,00:00:27.724
2023,9,sargeant,43,3,00:00:21.543
2023,9,tsunoda,43,4,00:00:21.392
2023,9,alonso,44,3,00:00:21.993
2023,9,gasly,44,3,00:00:27.804
2023,9,sainz,45,3,00:00:28.583
2023,9,leclerc,47,3,00:00:21.470
2023,9,max_verstappen,49,3,00:00:21.641
2023,9,perez,50,3,00:00:21.267
2023,9,stroll,54,4,00:00:21.837
2023,9,max_verstappen,69,4,00:00:21.328
2023,10,hulkenberg,7,1,00:00:41.972
2023,10,tsunoda,14,1,00:00:28.353
2023,10,leclerc,18,1,00:00:28.244
2023,10,zhou,24,1,00:00:29.177
2023,10,sainz,26,1,00:00:28.869
2023,10,de_vries,27,1,00:00:28.242
2023,10,russell,28,1,00:00:29.455
2023,10,perez,28,1,00:00:28.060
2023,10,piastri,29,1,00:00:28.655
2023,10,sargeant,29,1,00:00:28.847
2023,10,gasly,31,1,00:00:28.458
2023,10,stroll,31,1,00:00:28.561
2023,10,albon,32,1,00:00:29.634
2023,10,leclerc,32,2,00:00:28.805
2023,10,bottas,32,1,00:00:29.662
2023,10,tsunoda,32,2,00:00:28.603
2023,10,de_vries,32,2,00:00:28.413
2023,10,hulkenberg,32,2,00:00:30.003
2023,10,max_verstappen,33,1,00:00:29.056
2023,10,norris,33,1,00:00:28.438
2023,10,hamilton,33,1,00:00:29.169
2023,10,alonso,33,1,00:00:28.679
2023,10,zhou,33,2,00:00:28.709
2023,10,zhou,36,3,00:00:34.374
2023,11,albon,8,1,00:00:22.076
2023,11,stroll,9,1,00:00:21.910
2023,11,tsunoda,9,1,00:00:26.170
2023,11,bottas,9,1,00:00:22.114
2023,11,zhou,10,1,00:00:29.211
2023,11,sargeant,13,1,00:00:24.001
2023,11,kevin_magnussen,14,1,00:00:22.753
2023,11,sainz,15,1,00:00:21.402
2023,11,hamilton,16,1,00:00:21.974
2023,11,hulkenberg,16,1,00:00:22.922
2023,11,norris,17,1,00:00:21.541
2023,11,leclerc,17,1,00:00:28.404
2023,11,piastri,18,1,00:00:21.171
2023,11,ricciardo,18,1,00:00:21.958
2023,11,alonso,20,1,00:00:22.916
2023,11,max_verstappen,23,1,00:00:21.407
2023,11,perez,24,1,00:00:21.862
2023,11,russell,28,1,00:00:21.886
2023,11,ricciardo,29,2,00:00:22.203
2023,11,albon,31,2,00:00:21.762
2023,11,stroll,34,2,00:00:22.403
2023,11,sargeant,34,2,00:00:22.197
2023,11,hulkenberg,38,2,00:00:21.955
2023,11,zhou,38,2,00:00:22.853
2023,11,bottas,40,2,00:00:23.242
2023,11,kevin_magnussen,41,2,00:00:22.152
2023,11,piastri,42,2,00:00:22.030
2023,11,perez,42,2,00:00:20.880
2023,11,leclerc,43,2,00:00:21.452
2023,11,alonso,43,2,00:00:24.152
2023,11,norris,44,2,00:00:21.430
2023,11,sainz,44,2,00:00:22.051
2023,11,tsunoda,44,2,00:00:21.181
2023,11,russell,46,2,00:00:21.675
2023,11,hamilton,49,2,00:00:21.728
2023,11,max_verstappen,51,2,00:00:21.680
2023,12,norris,5,1,00:00:25.012
2023,12,kevin_magnussen,5,1,00:00:23.638
2023,12,ricciardo,5,1,00:00:22.843
2023,12,ocon,6,1,00:00:23.085
2023,12,bottas,6,1,00:00:23.362
2023,12,albon,7,1,00:00:25.015
2023,12,sainz,7,1,00:00:23.303
2023,12,zhou,7,1,00:00:24.449
2023,12,sargeant,8,1,00:00:23.570
2023,12,tsunoda,9,1,00:00:22.610
2023,12,alonso,10,1,00:00:23.085
2023,12,hamilton,12,1,00:00:23.090
2023,12,hulkenberg,12,1,00:00:24.571
2023,12,perez,13,1,00:00:23.684
2023,12,leclerc,13,1,00:00:23.224
2023,12,max_verstappen,14,1,00:00:22.887
2023,12,norris,17,2,00:00:23.744
2023,12,stroll,20,1,00:00:25.397
2023,12,russell,22,1,00:00:23.837
2023,12,ricciardo,22,2,00:00:23.290
2023,12,gasly,23,1,00:00:25.664
2023,12,albon,23,2,00:00:23.596
2023,12,tsunoda,24,2,00:00:22.737
2023,12,bottas,24,2,00:00:23.786
2023,12,hulkenberg,24,2,00:00:25.238
2023,12,sargeant,24,2,00:00:23.938
2023,12,ocon,25,2,00:00:23.339
2023,12,kevin_magnussen,25,2,00:00:23.572
2023,12,zhou,25,2,00:00:24.045
2023,12,hamilton,27,2,00:00:23.023
2023,12,leclerc,28,2,00:00:23.148
2023,12,perez,29,2,00:00:22.710
2023,12,alonso,29,2,00:00:23.798
2023,12,max_verstappen,30,2,00:00:23.012
2023,12,albon,33,3,00:00:23.529
2023,12,sargeant,34,3,00:00:23.109
2023,12,hamilton,42,3,00:00:23.156
2023,13,perez,1,1,00:00:22.666
2023,13,leclerc,1,1,00:00:32.686
2023,13,gasly,1,1,00:00:28.469
2023,13,zhou,1,1,00:00:23.088
2023,13,tsunoda,1,1,00:00:32.321
2023,13,lawson,1,1,00:00:42.641
2023,13,kevin_magnussen,1,1,00:00:31.341
2023,13,max_verstappen,2,1,00:00:20.379
2023,13,alonso,2,1,00:00:20.647
2023,13,sainz,2,1,00:00:20.973
2023,13,ocon,2,1,00:00:22.534
2023,13,norris,3,1,00:00:20.170
2023,13,hamilton,3,1,00:00:20.266
2023,13,russell,4,1,00:00:21.201
2023,13,stroll,4,1,00:00:20.036
2023,13,kevin_magnussen,9,2,00:00:20.137
2023,13,hamilton,9,2,00:00:19.970
2023,13,stroll,9,2,00:00:20.208
2023,13,zhou,10,2,00:00:20.231
2023,13,alonso,10,2,00:00:20.109
2023,13,sainz,10,2,00:00:19.511
2023,13,tsunoda,10,2,00:00:18.904
2023,13,ocon,10,2,00:00:19.795
2023,13,norris,10,2,00:00:20.395
2023,13,lawson,10,2,00:00:30.836
2023,13,russell,10,2,00:00:20.148
2023,13,max_verstappen,11,2,00:00:19.289
2023,13,gasly,11,2,00:00:19.518
2023,13,leclerc,11,2,00:00:27.202
2023,13,perez,12,2,00:00:19.460
2023,13,piastri,15,1,00:00:18.979
2023,13,bottas,16,1,00:00:20.187
2023,13,hulkenberg,16,1,00:00:20.438
2023,13,russell,16,3,00:00:19.607
2023,13,stroll,16,3,00:00:19.653
2023,13,lawson,17,3,00:00:19.600
2023,13,stroll,34,4,00:00:19.923
2023,13,kevin_magnussen,35,3,00:00:20.510
2023,13,zhou,37,3,00:00:20.469
2023,13,sainz,41,3,00:00:19.398
2023,13,norris,42,3,00:00:18.878
2023,13,ocon,43,3,00:00:19.024
2023,13,albon,44,1,00:00:19.667
2023,13,perez,45,3,00:00:18.789
2023,13,hamilton,45,3,00:00:19.327
2023,13,gasly,46,3,00:00:25.404
2023,13,piastri,46,2,00:00:19.120
2023,13,lawson,46,4,00:00:19.192
2023,13,bottas,47,2,00:00:20.213
2023,13,alonso,48,3,00:00:25.147
2023,13,hulkenberg,48,2,00:00:19.713
2023,13,max_verstappen,49,3,00:00:18.706
2023,13,bottas,59,3,00:00:19.735
2023,13,lawson,59,5,00:00:19.307
2023,13,perez,60,4,00:00:27.596
2023,13,gasly,60,4,00:00:20.417
2023,13,sainz,60,4,00:00:19.838
2023,13,hamilton,60,4,00:00:20.779
2023,13,russell,60,4,00:00:24.019
2023,13,norris,60,4,00:00:19.871
2023,13,piastri,60,3,00:00:22.376
2023,13,tsunoda,60,3,00:00:20.602
2023,13,zhou,60,4,00:00:21.439
2023,13,stroll,60,5,00:00:21.532
2023,13,hulkenberg,60,3,00:00:23.582
2023,13,kevin_magnussen,60,4,00:00:23.584
2023,13,max_verstappen,61,4,00:00:19.429
2023,13,alonso,61,4,00:00:20.655
2023,13,albon,61,2,00:00:21.300
2023,13,ocon,61,4,00:00:22.096
2023,13,max_verstappen,63,5,00:00:20.402
2023,13,perez,63,5,
2023,13,norris,63,5,
2023,13,russell,63,5,
2023,13,albon,63,3,
2023,13,piastri,63,4,
2023,13,ocon,63,5,
2023,13,tsunoda,63,4,
2023,13,stroll,63,6,
2023,13,hulkenberg,63,4,
2023,14,gasly,10,1,00:00:27.376
2023,14,zhou,11,1,00:00:24.396
2023,14,kevin_magnussen,12,1,00:00:24.660
2023,14,lawson,13,1,00:00:24.212
2023,14,hulkenberg,14,1,00:00:26.095
2023,14,sargeant,14,1,00:00:24.779
2023,14,albon,15,1,00:00:24.538
2023,14,sainz,19,1,00:00:25.183
2023,14,russell,19,1,00:00:24.215
2023,14,max_verstappen,20,1,00:00:24.228
2023,14,leclerc,20,1,00:00:23.931
2023,14,stroll,20,1,00:00:25.667
2023,14,perez,21,1,00:00:23.819
2023,14,alonso,21,1,00:00:24.798
2023,14,norris,22,1,00:00:23.727
2023,14,piastri,23,1,00:00:24.133
2023,14,ocon,24,1,00:00:24.249
2023,14,bottas,25,1,00:00:24.658
2023,14,hamilton,27,1,00:00:24.255
2023,14,gasly,31,2,00:00:24.686
2023,14,lawson,33,2,00:00:24.281
2023,14,zhou,33,2,00:00:25.959
2023,14,kevin_magnussen,33,2,00:00:24.765
2023,14,hulkenberg,39,2,00:00:24.328
2023,14,piastri,41,2,00:00:31.799
2023,15,zhou,2,1,00:00:30.032
2023,15,sargeant,19,1,
2023,15,sainz,20,1,00:00:29.499
2023,15,leclerc,20,1,00:00:32.888
2023,15,russell,20,1,00:00:29.976
2023,15,norris,20,1,00:00:29.485
2023,15,hamilton,20,1,00:00:32.631
2023,15,alonso,20,1,00:00:30.670
2023,15,ocon,20,1,00:00:29.755
2023,15,kevin_magnussen,20,1,00:00:31.475
2023,15,hulkenberg,20,1,00:00:35.497
2023,15,gasly,20,1,00:00:31.802
2023,15,lawson,20,1,00:00:32.348
2023,15,piastri,20,1,00:00:29.369
2023,15,albon,20,1,00:00:30.138
2023,15,zhou,20,2,00:00:30.637
2023,15,perez,39,1,00:00:28.977
2023,15,max_verstappen,40,1,00:00:29.698
2023,15,bottas,40,1,00:00:30.487
2023,15,albon,43,2,00:00:29.787
2023,15,kevin_magnussen,43,2,00:00:33.078
2023,15,sargeant,43,2,00:00:31.018
2023,15,russell,44,2,00:00:30.039
2023,15,hamilton,44,2,00:00:33.581
2023,15,alonso,44,2,00:00:52.708
2023,16,albon,1,1,00:00:50.143
2023,16,zhou,1,1,00:00:41.041
2023,16,ocon,1,1,00:00:27.056
2023,16,bottas,1,1,00:00:55.802
2023,16,perez,2,1,00:00:32.450
2023,16,sargeant,2,1,00:00:32.715
2023,16,sargeant,5,2,00:00:43.868
2023,16,bottas,6,2,00:00:53.512
2023,16,hulkenberg,8,1,00:00:23.520
2023,16,tsunoda,9,1,00:00:22.944
2023,16,lawson,10,1,00:00:23.136
2023,16,zhou,10,2,00:00:24.091
2023,16,alonso,11,1,00:00:24.086
2023,16,perez,12,2,00:00:41.499
2023,16,kevin_magnussen,12,1,00:00:23.816
2023,16,piastri,13,1,00:00:24.455
2023,16,albon,13,2,00:00:52.165
2023,16,stroll,14,1,00:00:23.441
2023,16,perez,13,3,
2023,16,max_verstappen,16,1,00:00:24.382
2023,16,hamilton,16,1,00:00:24.841
2023,16,norris,17,1,00:00:23.523
2023,16,leclerc,17,1,00:00:23.197
2023,16,sainz,18,1,00:00:23.075
2023,16,gasly,18,1,00:00:24.488
2023,16,hulkenberg,21,2,00:00:23.660
2023,16,sargeant,21,3,00:00:35.182
2023,16,russell,24,1,00:00:24.034
2023,16,alonso,25,2,00:00:24.294
2023,16,lawson,25,2,00:00:23.671
2023,16,ocon,28,2,00:00:23.789
2023,16,zhou,29,3,00:00:24.116
2023,16,tsunoda,30,2,00:00:23.327
2023,16,kevin_magnussen,31,2,00:00:23.858
2023,16,leclerc,34,2,00:00:22.926
2023,16,hamilton,34,2,00:00:23.631
2023,16,gasly,34,2,00:00:24.651
2023,16,piastri,35,2,00:00:23.198
2023,16,norris,36,2,00:00:23.182
2023,16,max_verstappen,37,2,00:00:23.696
2023,16,hulkenberg,37,3,00:00:23.338
2023,16,sainz,38,2,00:00:23.374
2023,16,perez,14,4,00:00:30.651
2023,17,russell,1,1,00:00:39.686
2023,17,bottas,3,1,00:00:29.977
2023,17,kevin_magnussen,3,1,00:00:28.743
2023,17,stroll,3,1,00:00:28.886
2023,17,lawson,3,1,00:00:29.330
2023,17,tsunoda,9,1,00:00:27.781
2023,17,ocon,10,1,00:00:28.961
2023,17,alonso,11,1,00:00:28.373
2023,17,gasly,11,1,00:00:28.429
2023,17,piastri,12,1,00:00:28.875
2023,17,leclerc,12,1,00:00:28.228
2023,17,norris,13,1,00:00:28.134
2023,17,hulkenberg,13,1,00:00:39.879
2023,17,sargeant,13,1,00:00:29.436
2023,17,russell,14,2,00:00:28.542
2023,17,max_verstappen,17,1,00:00:28.233
2023,17,perez,17,1,00:00:27.808
2023,17,albon,18,1,00:00:29.253
2023,17,zhou,18,1,00:00:28.984
2023,17,bottas,21,2,00:00:29.387
2023,17,stroll,21,2,00:00:28.156
2023,17,kevin_magnussen,21,2,00:00:28.948
2023,17,lawson,21,2,00:00:28.665
2023,17,tsunoda,22,2,00:00:27.596
2023,17,piastri,25,2,00:00:27.868
2023,17,leclerc,25,2,00:00:27.873
2023,17,ocon,25,2,00:00:28.969
2023,17,alonso,26,2,00:00:28.432
2023,17,gasly,26,2,00:00:30.192
2023,17,sargeant,26,2,00:00:29.373
2023,17,norris,27,2,00:00:27.611
2023,17,hulkenberg,27,2,00:00:28.274
2023,17,perez,31,2,00:00:33.246
2023,17,albon,31,2,00:00:28.747
2023,17,russell,32,3,00:00:28.314
2023,17,max_verstappen,34,2,00:00:28.103
2023,17,zhou,35,2,00:00:28.854
2023,17,bottas,39,3,00:00:28.946
2023,17,stroll,39,3,00:00:29.399
2023,17,kevin_magnussen,39,3,00:00:30.331
2023,17,lawson,39,3,00:00:28.171
2023,17,hulkenberg,39,3,00:00:28.591
2023,17,tsunoda,40,3,00:00:27.809
2023,17,piastri,43,3,00:00:27.489
2023,17,leclerc,43,3,00:00:27.513
2023,17,ocon,43,3,00:00:29.169
2023,17,perez,43,3,00:00:33.165
2023,17,norris,44,3,00:00:27.677
2023,17,alonso,44,3,00:00:28.393
2023,17,gasly,44,3,00:00:34.856
2023,17,albon,44,3,00:00:28.981
2023,17,russell,50,4,00:00:28.191
2023,17,max_verstappen,51,3,00:00:29.726
2023,17,zhou,52,3,00:00:28.815
2023,18,zhou,9,1,00:00:25.636
2023,18,albon,10,1,00:00:24.563
2023,18,bottas,10,1,00:00:24.783
2023,18,kevin_magnussen,10,1,00:00:25.067
2023,18,sargeant,11,1,00:00:24.990
2023,18,max_verstappen,16,1,00:00:23.756
2023,18,norris,17,1,00:00:24.155
2023,18,sainz,17,1,00:00:23.668
2023,18,perez,17,1,00:00:24.245
2023,18,tsunoda,17,1,00:00:24.354
2023,18,gasly,18,1,00:00:23.900
2023,18,alonso,19,1,00:00:25.055
2023,18,hulkenberg,19,1,00:00:26.573
2023,18,hamilton,20,1,00:00:24.916
2023,18,stroll,20,1,00:00:24.457
2023,18,russell,21,1,00:00:24.357
2023,18,ricciardo,23,1,00:00:23.963
2023,18,leclerc,23,1,00:00:23.963
2023,18,zhou,27,2,00:00:24.717
2023,18,bottas,28,2,00:00:25.020
2023,18,albon,29,2,00:00:24.354
2023,18,kevin_magnussen,29,2,00:00:24.745
2023,18,sargeant,32,2,00:00:25.547
2023,18,norris,34,2,00:00:23.361
2023,18,tsunoda,34,2,00:00:24.125
2023,18,hulkenberg,34,2,00:00:24.308
2023,18,max_verstappen,35,2,00:00:24.974
2023,18,sainz,35,2,00:00:23.673
2023,18,perez,37,2,00:00:23.747
2023,18,gasly,37,2,00:00:24.880
2023,18,hamilton,38,2,00:00:24.648
2023,18,russell,39,2,00:00:23.969
2023,18,stroll,40,2,00:00:23.955
2023,18,alonso,42,2,00:00:24.823
2023,18,ricciardo,47,2,00:00:26.513
2023,18,tsunoda,54,3,00:00:23.472
2023,19,tsunoda,9,1,00:00:30.121
2023,19,norris,11,1,00:00:23.408
2023,19,max_verstappen,19,1,00:00:22.427
2023,19,zhou,21,1,00:00:22.817
2023,19,sargeant,22,1,00:00:23.945
2023,19,hulkenberg,23,1,00:00:23.144
2023,19,kevin_magnussen,23,1,00:00:23.642
2023,19,hamilton,24,1,00:00:22.210
2023,19,piastri,25,1,00:00:23.734
2023,19,russell,26,1,00:00:22.311
2023,19,ricciardo,27,1,00:00:22.406
2023,19,gasly,28,1,00:00:22.627
2023,19,alonso,29,1,00:00:22.844
2023,19,sainz,30,1,00:00:22.067
2023,19,stroll,30,1,00:00:22.582
2023,19,leclerc,31,1,00:00:22.248
2023,19,bottas,31,1,00:00:23.638
2023,19,max_verstappen,33,2,00:00:22.372
2023,19,norris,33,2,00:00:22.563
2023,19,albon,33,1,00:00:23.680
2023,19,max_verstappen,34,3,
2023,19,leclerc,34,2,
2023,19,hamilton,34,2,
2023,19,sainz,34,2,
2023,19,ricciardo,34,2,
2023,19,piastri,34,2,
2023,19,russell,34,2,
2023,19,tsunoda,34,2,
2023,19,hulkenberg,34,2,
2023,19,norris,34,3,
2023,19,gasly,34,2,
2023,19,albon,34,2,
2023,19,zhou,34,2,
2023,19,ocon,34,1,
2023,19,sargeant,34,2,
2023,19,bottas,34,2,
2023,19,stroll,34,2,
2023,19,alonso,34,2,
2023,20,max_verstappen,1,1,00:00:18.535
2023,20,norris,1,1,00:00:19.386
2023,20,hamilton,1,1,00:00:18.521
2023,20,alonso,1,1,00:00:18.487
2023,20,stroll,1,1,00:00:18.504
2023,20,russell,1,1,00:00:20.449
2023,20,perez,1,1,00:00:20.811
2023,20,sainz,1,1,00:00:23.030
2023,20,ocon,1,1,00:00:22.209
2023,20,piastri,1,1,
2023,20,tsunoda,1,1,00:00:20.969
2023,20,gasly,1,1,00:00:20.523
2023,20,bottas,1,1,00:00:20.732
2023,20,zhou,1,1,00:00:21.256
2023,20,sargeant,1,1,00:00:27.472
2023,20,ricciardo,1,1,
2023,20,hulkenberg,1,1,00:00:34.261
2023,20,max_verstappen,2,2,
2023,20,norris,2,2,
2023,20,hamilton,2,2,
2023,20,alonso,2,2,
2023,20,stroll,2,2,
2023,20,russell,2,2,
2023,20,perez,2,2,
2023,20,sainz,2,2,
2023,20,ocon,2,2,
2023,20,tsunoda,2,2,
2023,20,gasly,2,2,
2023,20,bottas,2,2,
2023,20,zhou,2,2,
2023,20,sargeant,2,2,
2023,20,hulkenberg,2,2,
2023,20,piastri,2,2,00:00:38.489
2023,20,ricciardo,2,2,00:00:32.770
2023,20,ocon,14,3,00:00:24.037
2023,20,zhou,15,3,00:00:23.953
2023,20,sargeant,17,3,00:00:24.367
2023,20,hamilton,18,3,00:00:23.571
2023,20,bottas,18,3,00:00:24.077
2023,20,russell,19,3,00:00:23.730
2023,20,perez,20,3,00:00:23.164
2023,20,hulkenberg,21,3,00:00:24.401
2023,20,stroll,22,3,00:00:23.558
2023,20,alonso,25,3,00:00:24.204
2023,20,piastri,24,3,00:00:23.536
2023,20,sainz,26,3,00:00:23.557
2023,20,gasly,26,3,00:00:25.295
2023,20,tsunoda,26,3,00:00:27.114
2023,20,max_verstappen,27,3,00:00:22.994
2023,20,norris,27,3,00:00:23.806
2023,20,ricciardo,26,3,00:00:23.955
2023,20,ocon,31,4,00:00:24.406
2023,20,sargeant,44,4,00:00:24.137
2023,20,russell,45,4,00:00:23.962
2023,20,perez,46,4,00:00:23.522
2023,20,hamilton,46,4,00:00:24.074
2023,20,gasly,46,4,00:00:23.583
2023,20,hulkenberg,46,4,00:00:23.841
2023,20,alonso,47,4,00:00:23.830
2023,20,sainz,51,4,00:00:23.704
2023,20,ocon,51,5,00:00:23.599
2023,20,stroll,52,4,00:00:25.294
2023,20,piastri,52,4,00:00:23.338
2023,20,tsunoda,55,4,00:00:23.453
2023,20,max_verstappen,56,4,00:00:23.397
2023,20,ricciardo,55,4,00:00:23.508
2023,20,norris,59,4,00:00:23.664
2023,21,perez,1,1,00:00:33.599
2023,21,alonso,1,1,00:00:29.304
2023,21,bottas,1,1,00:00:43.914
2023,21,stroll,3,1,00:00:22.222
2023,21,sainz,3,1,00:00:21.261
2023,21,tsunoda,10,1,00:00:20.619
2023,21,hulkenberg,12,1,00:00:22.154
2023,21,kevin_magnussen,14,1,00:00:21.611
2023,21,russell,15,1,00:00:21.257
2023,21,sargeant,15,1,00:00:21.367
2023,21,max_verstappen,16,1,00:00:26.686
2023,21,albon,16,1,00:00:21.242
2023,21,piastri,16,1,00:00:23.269
2023,21,gasly,17,1,00:00:22.262
2023,21,hamilton,17,1,00:00:25.047
2023,21,ricciardo,17,1,00:00:22.242
2023,21,ocon,20,1,00:00:21.763
2023,21,leclerc,21,1,00:00:22.559
2023,21,tsunoda,21,2,00:00:20.894
2023,21,bottas,24,2,00:00:21.575
2023,21,perez,26,2,00:00:21.568
2023,21,stroll,26,2,00:00:22.570
2023,21,max_verstappen,26,2,00:00:21.323
2023,21,russell,26,2,00:00:21.952
2023,21,sainz,26,2,00:00:22.630
2023,21,alonso,26,2,00:00:23.214
2023,21,zhou,26,1,00:00:22.155
2023,21,kevin_magnussen,26,2,00:00:21.868
2023,21,hulkenberg,26,2,00:00:25.453
2023,21,hamilton,26,2,00:00:22.508
2023,21,piastri,43,2,00:00:20.535
2023,22,kevin_magnussen,5,1,00:00:22.764
2023,22,ricciardo,7,1,00:00:21.692
2023,22,alonso,12,1,00:00:22.462
2023,22,piastri,13,1,00:00:21.697
2023,22,hulkenberg,13,1,00:00:21.861
2023,22,zhou,13,1,00:00:22.867
2023,22,norris,14,1,00:00:24.061
2023,22,russell,14,1,00:00:21.650
2023,22,hamilton,15,1,00:00:22.195
2023,22,ocon,15,1,00:00:22.160
2023,22,sargeant,15,1,00:00:22.124
2023,22,max_verstappen,16,1,00:00:21.662
2023,22,albon,16,1,00:00:22.170
2023,22,leclerc,17,1,00:00:21.919
2023,22,perez,17,1,00:00:21.446
2023,22,gasly,17,1,00:00:23.091
2023,22,tsunoda,22,1,00:00:21.486
2023,22,stroll,22,1,00:00:21.866
2023,22,kevin_magnussen,22,2,00:00:22.163
2023,22,sainz,23,1,00:00:21.229
2023,22,bottas,29,1,00:00:22.665
2023,22,ricciardo,31,2,00:00:21.740
2023,22,gasly,32,2,00:00:23.478
2023,22,norris,33,2,00:00:21.432
2023,22,hulkenberg,33,2,00:00:22.081
2023,22,russell,34,2,00:00:22.084
2023,22,leclerc,35,2,00:00:21.246
2023,22,hamilton,35,2,00:00:22.045
2023,22,piastri,36,2,00:00:21.156
2023,22,alonso,36,2,00:00:21.841
2023,22,zhou,37,2,00:00:22.345
2023,22,sargeant,41,2,00:00:21.880
2023,22,perez,42,2,00:00:21.274
2023,22,stroll,42,2,00:00:21.667
2023,22,max_verstappen,43,2,00:00:21.275
2023,22,albon,43,2,00:00:21.919
2023,22,sainz,56,2,00:00:21.564
2024,1,hulkenberg,1,1,00:00:36.604
2024,1,zhou,9,1,00:00:25.208
2024,1,stroll,9,1,00:00:24.418
2024,1,ocon,10,1,00:00:24.877
2024,1,sargeant,10,1,00:00:35.729
2024,1,russell,11,1,00:00:24.778
2024,1,leclerc,11,1,00:00:24.069
2024,1,kevin_magnussen,11,1,00:00:25.951
2024,1,perez,12,1,00:00:24.516
2024,1,piastri,12,1,00:00:25.450
2024,1,hamilton,12,1,00:00:25.087
2024,1,gasly,12,1,00:00:29.980
2024,1,bottas,12,1,00:00:26.420
2024,1,norris,13,1,00:00:24.205
2024,1,ricciardo,13,1,00:00:24.988
2024,1,sainz,14,1,00:00:24.474
2024,1,tsunoda,14,1,00:00:24.724
2024,1,alonso,15,1,00:00:24.786
2024,1,albon,15,1,00:00:24.681
2024,1,max_verstappen,17,1,00:00:25.064
2024,1,hulkenberg,20,2,00:00:24.768
2024,1,stroll,27,2,00:00:24.545
2024,1,zhou,28,2,00:00:25.094
2024,1,sargeant,28,2,00:00:25.070
2024,1,ocon,30,2,00:00:25.145
2024,1,bottas,30,2,NA
2024,1,russell,31,2,00:00:24.866
2024,1,gasly,31,2,00:00:26.462
2024,1,kevin_magnussen,32,2,00:00:24.446
2024,1,norris,33,2,00:00:24.705
2024,1,hamilton,33,2,00:00:24.094
2024,1,leclerc,34,2,00:00:24.136
2024,1,piastri,34,2,00:00:24.852
2024,1,tsunoda,34,2,00:00:24.324
2024,1,sainz,35,2,00:00:23.866
2024,1,ricciardo,35,2,00:00:24.856
2024,1,perez,36,2,00:00:24.563
2024,1,albon,36,2,00:00:24.610
2024,1,max_verstappen,37,2,00:00:24.209
2024,1,alonso,41,2,00:00:25.109
2024,1,sargeant,40,3,00:00:25.346
